OBJECTID,PERCENT_,STARTX,STARTY,LL,LR,UL,UR,COUNT_,AVE_EAARCO,AVE_LN_EAA,SUM_LN_EAA,SUM_SQLN_E,STDDEV,KHAT,ShapeSTArea,ShapeSTLength
781,6.255,200000,120000,2012,2112,2013,2113,23,83.3913,4.1211,94.7857,403.9976,2.18082,1.51,100000000,40000
782,11.005,200000,130000,2013,2113,2014,2114,24,102.726,4.2163,101.1918,444.7143,2.42553,1.22,100000000,40000
783,9.45,200000,140000,2014,2114,2015,2115,18,89.9652,4.0558,73.0038,311.5372,2.59439,1.3,100000000,40000
784,11.309,200000,150000,2015,2115,2016,2116,13,102.9195,4.1922,54.498,238.6362,2.51105,1.2,100000000,40000
785,4.184,200000,160000,2016,2116,2017,2117,11,80.4575,4.1907,46.098,197.731,1.96266,1.64,100000000,40000
786,15.159,210000,100000,2110,2210,2111,2211,17,114.0105,4.4174,75.0966,343.4672,2.35443,1.03,100000000,40000
787,16.182,210000,110000,2111,2211,2112,2212,13,126.0001,4.5613,59.2969,277.1023,2.10303,0.99,100000000,40000
788,17.396,210000,120000,2112,2212,2113,2213,31,120.886,4.4306,137.3473,634.0449,2.51509,0.94,100000000,40000
789,0,210000,130000,2113,2213,2114,2214,10,34.9447,3.3548,33.5482,116.0931,1.87311,3.1,100000000,40000
790,2.217,210000,140000,2114,2214,2115,2215,14,64.5254,3.8247,53.5458,212.6593,2.17646,1.89,100000000,40000
791,1.727,210000,150000,2115,2215,2116,2216,30,55.804,3.7393,112.1797,436.325,2.14305,2.05,100000000,40000
792,0.345,210000,160000,2116,2216,2117,2217,10,47.2438,3.5383,35.3834,130.7467,2.19274,2.24,100000000,40000
793,20.098,220000,120000,2212,2312,2213,2313,40,153.6367,4.4679,178.7147,836.8541,2.6967,0.84,100000000,40000
794,6.072,220000,130000,2213,2313,2214,2314,20,81.3939,3.9251,78.5024,323.6796,2.47099,1.52,100000000,40000
795,0.686,220000,140000,2214,2314,2215,2315,18,65.7526,4.0407,72.7332,299.0653,1.73579,2.28,100000000,40000
796,0,220000,150000,2215,2315,2216,2316,17,32.7576,3.3662,57.2258,196.9015,1.67598,3.74,100000000,40000
797,8.428,230000,120000,2312,2412,2313,2413,19,92.6818,4.3127,81.9419,362.7929,2.05984,1.36,100000000,40000
798,0.017,200000,90000,2009,2109,2010,2110,10,73.4357,4.2059,42.0587,178.5214,1.53006,2.57,97114738.54,98548.18229
799,0,210000,90000,2109,2209,2110,2210,5,95.4782,4.485,22.4252,101.2979,1.52846,1.92,99481199.51,53113.0341
800,0,220000,70000,2207,2307,2208,2308,0,0,0,0,0,0,0,246249.7338,4689.135626
801,0,220000,80000,2208,2308,2209,2309,8,59.959,3.9523,31.6183,127.1006,1.73742,2.44,81131847.31,44155.58268
802,0,220000,90000,2209,2309,2210,2310,9,77.2278,4.3062,38.7559,167.6761,1.36786,3.17,84561364.28,68012.47092
803,3.208,220000,100000,2210,2310,2211,2311,8,78.9214,4.1671,33.3368,142.0974,1.96201,1.68,100000000,40000
804,13.01,220000,110000,2211,2311,2212,2312,3,101.6893,4.5741,13.7224,63.0801,0,0,100000000,40000
805,11.78,230000,80000,2308,2408,2309,2409,3,181.946,4.5587,13.6762,66.4163,0,0,1693860.418,7443.141533
806,10.155,230000,90000,2309,2409,2310,2410,9,100.2672,4.3137,38.8232,172.4173,2.19526,1.25,46645273.1,39962.82996
807,0,230000,100000,2310,2410,2311,2411,8,64.55,4.1093,32.8744,136.0537,1.44902,3.21,100000000,40000
808,11.324,230000,110000,2311,2411,2312,2412,14,99.7229,4.2331,59.2637,261.1784,2.43625,1.2,100000000,40000
809,12.79,240000,90000,2409,2509,2410,2510,1,69.657,4.2436,4.2436,18.008,0,0,16125486.72,39037.12559
810,45.804,240000,100000,2410,2510,2411,2511,9,290.8797,5.1862,46.6756,250.8601,2.85291,0.11,100000000,40000
811,10.5,250000,90000,2509,2609,2510,2610,0,0,0,0,0,0,0,11725736.88,25331.69413
812,21.492,250000,100000,2510,2610,2511,2611,6,155.185,4.404,26.4238,122.3303,2.97981,0.82,97646997.13,40447.64587
813,5.13,260000,90000,2609,2709,2610,2710,1,13.526,2.6046,2.6046,6.784,0,0,10303715.66,24115.13495
814,0,260000,100000,2610,2710,2611,2711,6,53.5818,3.8413,23.048,89.9897,1.71494,2.7,92861871.26,55924.70582
815,0.302,270000,100000,2710,2810,2711,2811,15,50.2411,3.7351,56.0264,215.0466,1.90159,2.43,48946352.2,62055.13027
816,22.045,270000,110000,2711,2811,2712,2812,13,147.4065,4.5388,59.0038,279.1006,2.63863,0.78,98570264.86,50015.87181
817,1.205,210000,240000,2124,2224,2125,2225,13,70.4363,4.1097,53.4266,223.5539,1.77932,2.06,100000000,40000
818,1.321,230000,240000,2324,2424,2325,2425,18,67.9383,4.0473,72.8523,300.9217,1.81702,2.09,100000000,40000
819,10.898,230000,250000,2325,2425,2326,2426,13,109.3235,4.3875,57.0375,256.9681,2.113,1.22,100000000,40000
820,3.16,240000,240000,2424,2524,2425,2525,16,94.7193,4.4408,71.0522,319.0037,1.61852,1.78,100000000,40000
821,2.451,240000,250000,2425,2525,2426,2526,22,87.8271,4.3605,95.932,423.4582,1.64025,1.9,100000000,40000
822,18.302,240000,260000,2426,2526,2427,2527,13,118.6862,4.4564,57.9332,268.5324,2.53225,0.91,100000000,40000
823,8.935,250000,250000,2525,2625,2526,2626,19,94.2666,4.2906,81.5206,360.0489,2.12914,1.33,100000000,40000
824,0.8,270000,90000,2709,2809,2710,2810,1,34.842,3.5508,3.5508,12.6084,0,0,3043917.385,9172.712187
825,9.165,280000,100000,2810,2910,2811,2911,13,95.7489,4.2004,54.6051,237.8242,2.3157,1.31,21553926.49,50823.58759
826,0,280000,110000,2811,2911,2812,2912,8,39.0034,3.5569,28.4551,102.8888,1.63148,3.56,96659713.87,52758.93499
827,11.769,280000,120000,2812,2912,2813,2913,17,116.6973,4.6133,78.426,367.1913,1.78668,1.18,100000000,40000
828,23.742,280000,130000,2813,2913,2814,2914,21,162.055,4.5673,95.9137,458.6587,2.7584,0.72,100000000,40000
829,0,290000,90000,2909,3009,2910,3010,0,0,0,0,0,0,0,1396097.78,12180.12643
830,0.003,290000,100000,2910,3010,2911,3011,20,46.796,3.7336,74.6724,283.0609,1.60584,3.3,46643494.26,44530.05598
831,4.443,290000,110000,2911,3011,2912,3012,17,81.2119,4.1648,70.8016,302.4026,1.98562,1.65,100000000,40000
832,27.413,290000,120000,2912,3012,2913,3013,14,184.2089,4.5939,64.3153,312.5588,3.14817,0.61,97841652.48,57263.94205
833,11.752,290000,130000,2913,3013,2914,3014,15,110.7354,4.4481,66.721,304.0934,2.06017,1.18,98912776.41,57276.77589
834,6.101,290000,140000,2914,3014,2915,3015,16,89.6993,4.1575,66.5194,285.1541,2.13247,1.51,100000000,40000
835,0,300000,100000,3010,3110,3011,3111,13,35.3738,3.4923,45.4004,160.2685,1.45942,4.78,48885953.8,31447.89371
836,0.852,300000,110000,3011,3111,3012,3112,18,58.6523,3.7884,68.1911,266.2252,1.97641,2.22,90603444.29,48559.55691
837,0,300000,120000,3012,3112,3013,3113,22,37.4968,3.5459,78.009,279.7798,1.47486,4.51,77749983.18,60694.05984
838,2.562,300000,130000,3013,3113,3014,3114,9,71.4996,3.8852,34.9668,140.9764,2.22612,1.77,100000000,40000
839,18.544,300000,140000,3014,3114,3015,3115,15,153.9773,4.3826,65.7391,302.5788,2.76392,0.9,100000000,40000
840,12.63,300000,150000,3015,3115,3016,3116,19,118.7961,4.6171,87.7254,411.4222,1.81392,1.14,100000000,40000
841,36.55,300000,160000,3016,3116,3017,3117,16,194.0652,5.0219,80.3508,413.061,2.22047,0.35,100000000,40000
842,32.153,300000,170000,3017,3117,3018,3118,9,181.9783,4.8919,44.0272,221.0913,2.3283,0.48,100000000,40000
843,0,310000,100000,3110,3210,3111,3211,17,36.9407,3.529,59.9931,214.205,1.48351,4.49,19746752.84,21816.43919
844,0,310000,110000,3111,3211,3112,3212,15,35.4789,3.4038,51.0574,178.3105,1.76509,3.33,13181866.68,22954.11413
845,0.08,310000,120000,3112,3212,3113,3213,3,27.1793,3.2448,9.7345,31.9593,0,0,11469077.68,21480.93812
846,0,310000,130000,3113,3213,3114,3214,14,43.5593,3.7348,52.2878,196.3952,1.33912,5.35,54518788.24,33190.22806
847,8.346,310000,140000,3114,3214,3115,3215,15,97.4429,4.0724,61.086,260.2184,2.4705,1.36,98648802.16,39152.91709
848,13.065,310000,150000,3115,3215,3116,3216,18,118.5306,4.1265,74.2764,325.0519,2.84246,1.12,99985706.66,40002.92251
849,22.246,310000,160000,3116,3216,3117,3217,18,139.9534,4.671,84.0773,403.9148,2.25112,0.77,100000000,40000
850,24.925,310000,170000,3117,3217,3118,3218,11,147.9881,4.6194,50.8135,244.3555,2.6676,0.69,100000000,40000
851,6.46,320000,140000,3214,3314,3215,3315,1,54.016,3.9893,3.9893,15.9144,0,0,12755284.9,19020.59766
852,6.44,320000,150000,3215,3315,3216,3316,0,0,0,0,0,0,0,6607245.004,22827.92294
853,0,320000,160000,3216,3316,3217,3317,11,42.6099,3.6152,39.767,146.6354,1.70876,3.14,41311563.13,29158.40607
854,1.123,320000,170000,3217,3317,3218,3318,7,76.6429,4.1262,28.8833,121.5228,1.86854,1.87,66298080.8,43081.44357
855,0.189,290000,190000,2919,3019,2920,3020,10,82.3076,4.3406,43.4061,189.925,1.50747,2.33,100000000,40000
856,16.58,300000,190000,3019,3119,3020,3120,2,141.49,4.913,9.826,48.434,0,0,100000000,40000
857,39.599,300000,200000,3020,3120,3021,3121,7,230.4761,5.0027,35.0186,181.8764,2.87473,0.28,100000000,40000
858,5.501,310000,180000,3118,3218,3119,3219,12,107.9973,4.5792,54.9505,254.0295,1.59531,1.54,100000000,40000
859,28.363,310000,190000,3119,3219,3120,3220,9,163.7479,4.9791,44.8115,225.4323,1.71213,0.59,100000000,40000
860,14.223,310000,200000,3120,3220,3121,3221,9,132.246,4.7942,43.148,208.6324,1.60086,1.07,100000000,40000
861,23.753,320000,180000,3218,3318,3219,3319,7,152.6429,4.6959,32.8712,158.3781,2.26687,0.74,100000000,40000
862,27.822,320000,190000,3219,3319,3220,3320,12,188.9167,4.6847,56.217,275.0372,2.80165,0.6,100000000,40000
863,0,320000,200000,3220,3320,3221,3321,5,68,4.1084,20.5421,85.5153,1.69739,2.25,100000000,40000
864,0,330000,170000,3317,3417,3318,3418,0,0,0,0,0,0,0,53019.16327,1158.70637
865,13.03,330000,180000,3318,3418,3319,3419,2,105.25,4.6548,9.3097,43.3411,0,0,17413824.88,26786.77499
866,8.123,330000,190000,3319,3419,3320,3420,10,105,4.4971,44.9707,205.3658,1.80339,1.36,20721254.55,43799.30912
867,3.87,330000,200000,3320,3420,3321,3421,4,51,3.8851,15.5404,60.7259,0,0,14242907.15,22237.50296
868,5.26,330000,210000,3321,3421,3322,3422,0,0,0,0,0,0,0,944837.6498,4851.7548
